image_id,label_idx,label_name,pred_idx,pred_name,method,insertion_auc,deletion_auc,faithfulness
ADI-TCGA-CDAKCGRC.tif,0,ADI,0,ADI,lrp,0.3013808913261164,0.29558457687046935,0.005796314455647045
ADI-TCGA-KIMGQMMV.tif,0,ADI,5,MUS,lrp,0.007459665481301278,0.007426594005311671,3.307147598960707e-05
ADI-TCGA-DMARMGYG.tif,0,ADI,0,ADI,lrp,0.2890313172119204,0.23708077629155014,0.05195054092037024
ADI-TCGA-IINMMNWI.tif,0,ADI,0,ADI,lrp,0.3329072615253972,0.29576714747250205,0.037140114052895135
ADI-TCGA-EDSHLVGP.tif,0,ADI,0,ADI,lrp,0.13677882483461873,0.2117703973214327,-0.07499157248681398
ADI-TCGA-GKLWYTMF.tif,0,ADI,5,MUS,lrp,0.006970366223331444,0.006747313359592227,0.00022305286373921693
ADI-TCGA-HWPKGLLD.tif,0,ADI,0,ADI,lrp,0.3412700794229749,0.35884966959929443,-0.01757959017631955
ADI-TCGA-GPCDEESK.tif,0,ADI,0,ADI,lrp,0.2754169942159206,0.2696555892499601,0.005761404965960504
ADI-TCGA-WKESVTRS.tif,0,ADI,0,ADI,lrp,0.3045401005435269,0.3132789901544675,-0.008738889610940548
ADI-TCGA-KGWISITI.tif,0,ADI,0,ADI,lrp,0.24546546132769434,0.31239530813309785,-0.06692984680540351
ADI-TCGA-FGDYWLNA.tif,0,ADI,0,ADI,lrp,0.2661506927083247,0.2982174688901585,-0.03206677618183379
ADI-TCGA-CQLFLFQF.tif,0,ADI,0,ADI,lrp,0.35495763535378494,0.2505642789645936,0.10439335638919134
ADI-TCGA-ALLCGEAG.tif,0,ADI,0,ADI,lrp,0.3235128653410356,0.3201120641804301,0.0034008011606055377
ADI-TCGA-VCATHNMW.tif,0,ADI,0,ADI,lrp,0.2983505153260193,0.2777379778686009,0.020612537457418423
ADI-TCGA-SPVPYAHD.tif,0,ADI,0,ADI,lrp,0.2721922718372662,0.24774992916539418,0.024442342671872008
ADI-TCGA-QKGCVNPI.tif,0,ADI,0,ADI,lrp,0.27421488563821184,0.2300787106537155,0.044136174984496346
ADI-TCGA-RRFVVHVV.tif,0,ADI,0,ADI,lrp,0.27982180372579024,0.327971596835996,-0.048149793110205785
ADI-TCGA-HSYWIFQE.tif,0,ADI,0,ADI,lrp,0.29276513903983864,0.3343487858816934,-0.04158364684185478
ADI-TCGA-YQLMLGPQ.tif,0,ADI,0,ADI,lrp,0.22809630675474182,0.1892876421034464,0.03880866465129543
ADI-TCGA-EKGIPQEQ.tif,0,ADI,0,ADI,lrp,0.3106693438242655,0.2993047983476299,0.011364545476635568
