image_id,label_idx,label_name,pred_idx,pred_name,method,insertion_auc,deletion_auc,faithfulness
ADI-TCGA-CDAKCGRC.tif,0,ADI,0,ADI,attention_rollout,0.8048512492852751,0.8915111048417749,-0.0866598555564998
ADI-TCGA-KIMGQMMV.tif,0,ADI,0,ADI,attention_rollout,0.9445394417562056,0.054403863127226934,0.8901355786289787
ADI-TCGA-DMARMGYG.tif,0,ADI,0,ADI,attention_rollout,0.7472779391313088,0.8997696343710413,-0.1524916952397325
ADI-TCGA-IINMMNWI.tif,0,ADI,0,ADI,attention_rollout,0.9543726670539763,0.5165300437873519,0.4378426232666244
ADI-TCGA-EDSHLVGP.tif,0,ADI,0,ADI,attention_rollout,0.5074796898487693,0.5590316236569196,-0.05155193380815026
ADI-TCGA-GKLWYTMF.tif,0,ADI,0,ADI,attention_rollout,0.87819673928876,0.5874314164486715,0.2907653228400885
ADI-TCGA-HWPKGLLD.tif,0,ADI,0,ADI,attention_rollout,0.8817267026782065,0.8618194713655977,0.019907231312608853
ADI-TCGA-GPCDEESK.tif,0,ADI,0,ADI,attention_rollout,0.7916939439668204,0.9370478251349412,-0.14535388116812087
ADI-TCGA-WKESVTRS.tif,0,ADI,0,ADI,attention_rollout,0.9337518318748335,0.9454727733304026,-0.011720941455569123
ADI-TCGA-KGWISITI.tif,0,ADI,0,ADI,attention_rollout,0.8300145449889531,0.7434004012336664,0.08661414375528675
ADI-TCGA-FGDYWLNA.tif,0,ADI,0,ADI,attention_rollout,0.787639052142258,0.8534913146597682,-0.0658522625175102
ADI-TCGA-CQLFLFQF.tif,0,ADI,0,ADI,attention_rollout,0.8137915635775426,0.9339932742874952,-0.12020171070995267
ADI-TCGA-ALLCGEAG.tif,0,ADI,0,ADI,attention_rollout,0.7637638812565273,0.9313166808450477,-0.16755279958852043
ADI-TCGA-VCATHNMW.tif,0,ADI,0,ADI,attention_rollout,0.9083191865964182,0.7846303311164956,0.12368885547992259
ADI-TCGA-SPVPYAHD.tif,0,ADI,0,ADI,attention_rollout,0.8804880346824939,0.683355201849772,0.19713283283272187
ADI-TCGA-QKGCVNPI.tif,0,ADI,0,ADI,attention_rollout,0.659746727095553,0.4500535129512719,0.20969321414428116
ADI-TCGA-RRFVVHVV.tif,0,ADI,0,ADI,attention_rollout,0.9028762245528196,0.7692989437576034,0.13357728079521614
ADI-TCGA-HSYWIFQE.tif,0,ADI,0,ADI,attention_rollout,0.8849133589395205,0.6420440843397227,0.2428692745997978
ADI-TCGA-YQLMLGPQ.tif,0,ADI,0,ADI,attention_rollout,0.7630887810625426,0.7976985179173063,-0.03460973685476365
ADI-TCGA-EKGIPQEQ.tif,0,ADI,0,ADI,attention_rollout,0.8568713607684184,0.4401396617750288,0.41673169899338963
ADI-TCGA-GIVHEYVM.tif,0,ADI,0,ADI,attention_rollout,0.7388034073235031,0.9392171755834715,-0.20041376825996837
ADI-TCGA-FWYSDVRT.tif,0,ADI,0,ADI,attention_rollout,0.9236512707985822,0.38429934460582443,0.5393519261927577
ADI-TCGA-HWNCGYQE.tif,0,ADI,0,ADI,attention_rollout,0.8974874484873726,0.6465150808906764,0.25097236759669617
ADI-TCGA-NSSGRKTF.tif,0,ADI,0,ADI,attention_rollout,0.8319993159626028,0.8669192587822907,-0.03491994281968791
ADI-TCGA-TYVEINHA.tif,0,ADI,0,ADI,attention_rollout,0.8103633042116417,0.7917442844726611,0.018619019738980613
ADI-TCGA-NFGCDRTW.tif,0,ADI,0,ADI,attention_rollout,0.7850237433204893,0.9362123810738558,-0.15118863775336655
ADI-TCGA-HKEEYTAC.tif,0,ADI,0,ADI,attention_rollout,0.8033480976257125,0.7413303979136981,0.06201769971201432
ADI-TCGA-KWPFSIVG.tif,0,ADI,0,ADI,attention_rollout,0.9218637580092035,0.934111745725968,-0.012247987716764497
ADI-TCGA-FNDICFPT.tif,0,ADI,0,ADI,attention_rollout,0.8568605654226121,0.953511091643595,-0.09665052622098291
ADI-TCGA-NLRTACEF.tif,0,ADI,0,ADI,attention_rollout,0.8669225783327419,0.8533758552573274,0.01354672307541449
ADI-TCGA-CQIWCVFN.tif,0,ADI,0,ADI,attention_rollout,0.8675153695827613,0.5502794128278037,0.31723595675495764
ADI-TCGA-TIIWPMEV.tif,0,ADI,0,ADI,attention_rollout,0.9593148186224425,0.6757062452382525,0.28360857338419
ADI-TCGA-ECCCPIIQ.tif,0,ADI,0,ADI,attention_rollout,0.8833099370576383,0.9453708762058523,-0.06206093914821398
ADI-TCGA-NCLPTEHA.tif,0,ADI,0,ADI,attention_rollout,0.4149282345070969,0.5871817571838619,-0.17225352267676497
ADI-TCGA-WHLMWLMY.tif,0,ADI,0,ADI,attention_rollout,0.7167517893712647,0.8127534351238865,-0.09600164575262182
